"Time (s) run 1","Angle, Ch P2 (rad) run 1","Time (s) Run #2","Angle, Ch P2 (rad) Run #2","Time (s) 1.11","Angle, Ch P2 (rad) 1.11","Time (s) Run #4","Angle, Ch P2 (rad) Run #4","Time (s) Run #5","Angle, Ch P2 (rad) Run #5","Time (s) Run #6","Angle, Ch P2 (rad) Run #6","Time (s) Run #7","Angle, Ch P2 (rad) Run #7","Time (s) Run #8","Angle, Ch P2 (rad) Run #8","Time (s) Run #9","Angle, Ch P2 (rad) Run #9","Time (s) Run #10","Angle, Ch P2 (rad) Run #10"
,,,,,,,,,,54.210,-0.0911062550,,,,,54.210,0.7335624325,,
,,,,,,,,,,54.220,-0.0879646600,,,,,54.220,0.7084296725,,
,,,,,,,,,,54.230,-0.0863938625,,,,,54.230,0.6848677100,,
,,,,,,,,,,54.240,-0.0816814700,,,,,54.240,0.6613057475,,
,,,,,,,,,,54.250,-0.0785398750,,,,,54.250,0.6361729875,,
,,,,,,,,,,54.260,-0.0738274825,,,,,54.260,0.6126110250,,
,,,,,,,,,,54.270,-0.0675442925,,,,,54.270,0.5890490625,,
,,,,,,,,,,54.280,-0.0612611025,,,,,54.280,0.5654871000,,
,,,,,,,,,,54.290,-0.0549779125,,,,,54.290,0.5419251375,,
,,,,,,,,,,54.300,-0.0471239250,,,,,54.300,0.5183631750,,
,,,,,,,,,,54.310,-0.0392699375,,,,,54.310,0.4963720100,,
,,,,,,,,,,54.320,-0.0314159500,,,,,54.320,0.4728100475,,
,,,,,,,,,,54.330,-0.0219911650,,,,,54.330,0.4508188825,,
,,,,,,,,,,54.340,-0.0125663800,,,,,54.340,0.4288277175,,
,,,,,,,,,,54.350,-0.0031415950,,,,,54.350,0.4084073500,,
,,,,,,,,,,54.360,0.0078539875,,,,,54.360,0.3879869825,,
,,,,,,,,,,54.370,0.0204203675,,,,,54.370,0.3675666150,,
,,,,,,,,,,54.380,0.0314159500,,,,,54.380,0.3471462475,,
,,,,,,,,,,54.390,0.0439823300,,,,,54.390,0.3282966775,,
,,,,,,,,,,54.400,0.0565487100,,,,,54.400,0.3094471075,,
,,,,,,,,,,54.410,0.0691150900,,,,,54.410,0.2921683350,,
,,,,,,,,,,54.420,0.0832522675,,,,,54.420,0.2748895625,,
,,,,,,,,,,54.430,0.0973894450,,,,,54.430,0.2576107900,,
,,,,,,,,,,54.440,0.1115266225,,,,,54.440,0.2419028150,,
,,,,,,,,,,54.450,0.1272345975,,,,,54.450,0.2261948400,,
,,,,,,,,,,54.460,0.1413717750,,,,,54.460,0.2120576625,,
,,,,,,,,,,54.470,0.1570797500,,,,,54.470,0.1979204850,,
,,,,,,,,,,54.480,0.1727877250,,,,,54.480,0.1853541050,,
,,,,,,,,,,54.490,0.1884957000,,,,,54.490,0.1727877250,,
,,,,,,,,,,54.500,0.2057744725,,,,,54.500,0.1617921425,,
,,,,,,,,,,54.510,0.2214824475,,,,,54.510,0.1507965600,,
,,,,,,,,,,54.520,0.2387612200,,,,,54.520,0.1413717750,,
,,,,,,,,,,54.530,0.2560399925,,,,,54.530,0.1319469900,,
,,,,,,,,,,54.540,0.2717479675,,,,,54.540,0.1240930025,,
,,,,,,,,,,54.550,0.2890267400,,,,,54.550,0.1162390150,,
,,,,,,,,,,54.560,0.3063055125,,,,,54.560,0.1099558250,,
,,,,,,,,,,54.570,0.3235842850,,,,,54.570,0.1052434325,,
,,,,,,,,,,54.580,0.3408630575,,,,,54.580,0.1005310400,,
,,,,,,,,,,54.590,0.3581418300,,,,,54.590,0.0973894450,,
,,,,,,,,,,54.600,0.3754206025,,,,,54.600,0.0942478500,,
,,,,,,,,,,54.610,0.3926993750,,,,,54.610,0.0926770525,,
,,,,,,,,,,54.620,0.4099781475,,,,,54.620,0.0926770525,,
,,,,,,,,,,54.630,0.4272569200,,,,,54.630,0.0926770525,,
,,,,,,,,,,54.640,0.4445356925,,,,,54.640,0.0926770525,,
,,,,,,,,,,54.650,0.4618144650,,,,,54.650,0.0942478500,,
,,,,,,,,,,54.660,0.4775224400,,,,,54.660,0.0973894450,,
,,,,,,,,,,54.670,0.4948012125,,,,,54.670,0.1021018375,,
,,,,,,,,,,54.680,0.5105091875,,,,,54.680,0.1068142300,,
,,,,,,,,,,54.690,0.5262171625,,,,,54.690,0.1115266225,,
,,,,,,,,,,54.700,0.5419251375,,,,,54.700,0.1178098125,,
,,,,,,,,,,54.710,0.5576331125,,,,,54.710,0.1256638000,,
,,,,,,,,,,54.720,0.5717702900,,,,,54.720,0.1335177875,,
,,,,,,,,,,54.730,0.5859074675,,,,,54.730,0.1429425725,,
,,,,,,,,,,54.740,0.6000446450,,,,,54.740,0.1523673575,,
,,,,,,,,,,54.750,0.6141818225,,,,,54.750,0.1633629400,,
,,,,,,,,,,54.760,0.6283190000,,,,,54.760,0.1759293200,,
,,,,,,,,,,54.770,0.6408853800,,,,,54.770,0.1884957000,,
,,,,,,,,,,54.780,0.6534517600,,,,,54.780,0.2010620800,,
,,,,,,,,,,54.790,0.6644473425,,,,,54.790,0.2151992575,,
,,,,,,,,,,54.800,0.6754429250,,,,,54.800,0.2293364350,,
,,,,,,,,,,54.810,0.6864385075,,,,,54.810,0.2450444100,,
,,,,,,,,,,54.820,0.6974340900,,,,,54.820,0.2623231825,,
,,,,,,,,,,54.830,0.7068588750,,,,,54.830,0.2780311575,,
,,,,,,,,,,54.840,0.7162836600,,,,,54.840,0.2953099300,,
,,,,,,,,,,54.850,0.7257084450,,,,,54.850,0.3141595000,,
,,,,,,,,,,54.860,0.7335624325,,,,,54.860,0.3330090700,,
,,,,,,,,,,54.870,0.7398456225,,,,,54.870,0.3518586400,,
,,,,,,,,,,54.880,0.7476996100,,,,,54.880,0.3722790075,,
,,,,,,,,,,54.890,0.7539828000,,,,,54.890,0.3926993750,,
,,,,,,,,,,54.900,0.7586951925,,,,,54.900,0.4131197425,,
,,,,,,,,,,54.910,0.7634075850,,,,,54.910,0.4351109075,,
,,,,,,,,,,54.920,0.7681199775,,,,,54.920,0.4571020725,,
,,,,,,,,,,54.930,0.7712615725,,,,,54.930,0.4790932375,,
,,,,,,,,,,54.940,0.7744031675,,,,,54.940,0.5010844025,,
,,,,,,,,,,54.950,0.7759739650,,,,,54.950,0.5246463650,,
,,,,,,,,,,54.960,0.7775447625,,,,,54.960,0.5466375300,,
,,,,,,,,,,54.970,0.7791155600,,,,,54.970,0.5701994925,,
,,,,,,,,,,54.980,0.7791155600,,,,,54.980,0.5937614550,,
,,,,,,,,,,54.990,0.7791155600,,,,,54.990,0.6173234175,,
,,,,,,,,,,55.000,0.7775447625,,,,,55.000,0.6424561775,,
,,,,,,,,,,55.010,0.7759739650,,,,,55.010,0.6660181400,,
,,,,,,,,,,55.020,0.7728323700,,,,,55.020,0.6895801025,,
,,,,,,,,,,55.030,0.7696907750,,,,,55.030,0.7147128625,,
,,,,,,,,,,55.040,0.7649783825,,,,,55.040,0.7382748250,,
,,,,,,,,,,55.050,0.7602659900,,,,,55.050,0.7618367875,,
,,,,,,,,,,55.060,0.7555535975,,,,,55.060,0.7869695475,,
,,,,,,,,,,55.070,0.7492704075,,,,,55.070,0.8105315100,,
,,,,,,,,,,55.080,0.7429872175,,,,,55.080,0.8340934725,,
,,,,,,,,,,55.090,0.7367040275,,,,,55.090,0.8576554350,,
,,,,,,,,,,55.100,0.7288500400,,,,,55.100,0.8812173975,,
,,,,,,,,,,55.110,0.7209960525,,,,,55.110,0.9032085625,,
,,,,,,,,,,55.120,0.7115712675,,,,,55.120,0.9267705250,,
,,,,,,,,,,55.130,0.7021464825,,,,,55.130,0.9487616900,,
,,,,,,,,,,55.140,0.6911509000,,,,,55.140,0.9707528550,,
,,,,,,,,,,55.150,0.6817261150,,,,,55.150,0.9927440200,,
,,,,,,,,,,55.160,0.6691597350,,,,,55.160,1.0131643875,,
,,,,,,,,,,55.170,0.6581641525,,,,,55.170,1.0335847550,,
,,,,,,,,,,55.180,0.6455977725,,,,,55.180,1.0540051225,,
,,,,,,,,,,55.190,0.6330313925,,,,,55.190,1.0728546925,,
,,,,,,,,,,55.200,0.6204650125,,,,,55.200,1.0917042625,,
,,,,,,,,,,55.210,0.6063278350,,,,,55.210,1.1105538325,,
,,,,,,,,,,55.220,0.5921906575,,,,,55.220,1.1278326050,,
,,,,,,,,,,55.230,0.5780534800,,,,,55.230,1.1451113775,,
,,,,,,,,,,55.240,0.5639163025,,,,,55.240,1.1608193525,,
,,,,,,,,,,55.250,0.5482083275,,,,,55.250,1.1765273275,,
,,,,,,,,,,55.260,0.5325003525,,,,,55.260,1.1906645050,,
,,,,,,,,,,55.270,0.5167923775,,,,,55.270,1.2048016825,,
,,,,,,,,,,55.280,0.5010844025,,,,,55.280,1.2189388600,,
,,,,,,,,,,55.290,0.4853764275,,,,,55.290,1.2315052400,,
,,,,,,,,,,55.300,0.4680976550,,,,,55.300,1.2425008225,,
,,,,,,,,,,55.310,0.4523896800,,,,,55.310,1.2534964050,,
,,,,,,,,,,55.320,0.4351109075,,,,,55.320,1.2644919875,,
,,,,,,,,,,55.330,0.4178321350,,,,,55.330,1.2723459750,,
,,,,,,,,,,55.340,0.4005533625,,,,,55.340,1.2817707600,,
,,,,,,,,,,,,,,,,55.350,1.2880539500,,
,,,,,,,,,,,,,,,,55.360,1.2943371400,,
,,,,,,,,,,,,,,,,55.370,1.3006203300,,
,,,,,,,,,,,,,,,,55.380,1.3053327225,,
,,,,,,,,,,,,,,,,55.390,1.3084743175,,
,,,,,,,,,,,,,,,,55.400,1.3116159125,,
,,,,,,,,,,,,,,,,55.410,1.3131867100,,
,,,,,,,,,,,,,,,,55.420,1.3147575075,,
,,,,,,,,,,,,,,,,55.430,1.3147575075,,
,,,,,,,,,,,,,,,,55.440,1.3131867100,,
,,,,,,,,,,,,,,,,55.450,1.3116159125,,
,,,,,,,,,,,,,,,,55.460,1.3084743175,,
,,,,,,,,,,,,,,,,55.470,1.3053327225,,
,,,,,,,,,,,,,,,,55.480,1.3006203300,,
,,,,,,,,,,,,,,,,55.490,1.2959079375,,
,,,,,,,,,,,,,,,,55.500,1.2880539500,,
,,,,,,,,,,,,,,,,55.510,1.2817707600,,
,,,,,,,,,,,,,,,,55.520,1.2739167725,,
,,,,,,,,,,,,,,,,55.530,1.2644919875,,
,,,,,,,,,,,,,,,,55.540,1.2550672025,,
,,,,,,,,,,,,,,,,55.550,1.2440716200,,
,,,,,,,,,,,,,,,,55.560,1.2315052400,,
,,,,,,,,,,,,,,,,55.570,1.2189388600,,
,,,,,,,,,,,,,,,,55.580,1.2063724800,,
,,,,,,,,,,,,,,,,55.590,1.1922353025,,
,,,,,,,,,,,,,,,,55.600,1.1780981250,,
,,,,,,,,,,,,,,,,55.610,1.1623901500,,
,,,,,,,,,,,,,,,,55.620,1.1451113775,,
,,,,,,,,,,,,,,,,55.630,1.1294034025,,
,,,,,,,,,,,,,,,,55.640,1.1105538325,,
,,,,,,,,,,,,,,,,55.650,1.0932750600,,
,,,,,,,,,,,,,,,,55.660,1.0744254900,,
,,,,,,,,,,,,,,,,55.670,1.0540051225,,
,,,,,,,,,,,,,,,,55.680,1.0351555525,,
,,,,,,,,,,,,,,,,55.690,1.0147351850,,
,,,,,,,,,,,,,,,,55.700,0.9943148175,,
,,,,,,,,,,,,,,,,55.710,0.9723236525,,
,,,,,,,,,,,,,,,,55.720,0.9503324875,,
,,,,,,,,,,,,,,,,55.730,0.9283413225,,
,,,,,,,,,,,,,,,,55.740,0.9047793600,,
,,,,,,,,,,,,,,,,55.750,0.8827881950,,
,,,,,,,,,,,,,,,,55.760,0.8592262325,,
,,,,,,,,,,,,,,,,55.770,0.8356642700,,
,,,,,,,,,,,,,,,,55.780,0.8121023075,,
,,,,,,,,,,,,,,,,55.790,0.7885403450,,
,,,,,,,,,,,,,,,,55.800,0.7649783825,,
,,,,,,,,,,,,,,,,55.810,0.7398456225,,
,,,,,,,,,,,,,,,,55.820,0.7162836600,,
,,,,,,,,,,,,,,,,55.830,0.6927216975,,
,,,,,,,,,,,,,,,,55.840,0.6675889375,,
,,,,,,,,,,,,,,,,55.850,0.6440269750,,
,,,,,,,,,,,,,,,,55.860,0.6204650125,,
,,,,,,,,,,,,,,,,55.870,0.5969030500,,
,,,,,,,,,,,,,,,,55.880,0.5733410875,,
,,,,,,,,,,,,,,,,55.890,0.5497791250,,
,,,,,,,,,,,,,,,,55.900,0.5262171625,,
,,,,,,,,,,,,,,,,55.910,0.5042259975,,
,,,,,,,,,,,,,,,,55.920,0.4806640350,,
,,,,,,,,,,,,,,,,55.930,0.4586728700,,
,,,,,,,,,,,,,,,,55.940,0.4366817050,,
,,,,,,,,,,,,,,,,55.950,0.4162613375,,
,,,,,,,,,,,,,,,,55.960,0.3942701725,,
,,,,,,,,,,,,,,,,55.970,0.3738498050,,
,,,,,,,,,,,,,,,,55.980,0.3550002350,,
,,,,,,,,,,,,,,,,55.990,0.3345798675,,
,,,,,,,,,,,,,,,,56.000,0.3157302975,,
,,,,,,,,,,,,,,,,56.010,0.2984515250,,
,,,,,,,,,,,,,,,,56.020,0.2811727525,,
,,,,,,,,,,,,,,,,56.030,0.2638939800,,
,,,,,,,,,,,,,,,,56.040,0.2481860050,,
,,,,,,,,,,,,,,,,56.050,0.2324780300,,
,,,,,,,,,,,,,,,,56.060,0.2183408525,,
,,,,,,,,,,,,,,,,56.070,0.2042036750,,
,,,,,,,,,,,,,,,,56.080,0.1900664975,,
,,,,,,,,,,,,,,,,56.090,0.1775001175,,
,,,,,,,,,,,,,,,,56.100,0.1665045350,,
,,,,,,,,,,,,,,,,56.110,0.1555089525,,
,,,,,,,,,,,,,,,,56.120,0.1460841675,,
,,,,,,,,,,,,,,,,56.130,0.1366593825,,
,,,,,,,,,,,,,,,,56.140,0.1288053950,,
,,,,,,,,,,,,,,,,56.150,0.1209514075,,
,,,,,,,,,,,,,,,,56.160,0.1146682175,,
,,,,,,,,,,,,,,,,56.170,0.1083850275,,
,,,,,,,,,,,,,,,,56.180,0.1036726350,,
,,,,,,,,,,,,,,,,56.190,0.1005310400,,
,,,,,,,,,,,,,,,,56.200,0.0973894450,,
,,,,,,,,,,,,,,,,56.210,0.0958186475,,
,,,,,,,,,,,,,,,,56.220,0.0942478500,,
,,,,,,,,,,,,,,,,56.230,0.0942478500,,
,,,,,,,,,,,,,,,,56.240,0.0958186475,,
,,,,,,,,,,,,,,,,56.250,0.0973894450,,
,,,,,,,,,,,,,,,,56.260,0.0989602425,,
,,,,,,,,,,,,,,,,56.270,0.1036726350,,
,,,,,,,,,,,,,,,,56.280,0.1068142300,,
,,,,,,,,,,,,,,,,56.290,0.1130974200,,
,,,,,,,,,,,,,,,,56.300,0.1193806100,,
,,,,,,,,,,,,,,,,56.310,0.1256638000,,
,,,,,,,,,,,,,,,,56.320,0.1335177875,,
,,,,,,,,,,,,,,,,56.330,0.1429425725,,
,,,,,,,,,,,,,,,,56.340,0.1523673575,,
,,,,,,,,,,,,,,,,56.350,0.1633629400,,
,,,,,,,,,,,,,,,,56.360,0.1743585225,,
,,,,,,,,,,,,,,,,56.370,0.1869249025,,
,,,,,,,,,,,,,,,,56.380,0.1994912825,,
,,,,,,,,,,,,,,,,56.390,0.2136284600,,
,,,,,,,,,,,,,,,,56.400,0.2277656375,,
,,,,,,,,,,,,,,,,56.410,0.2434736125,,
,,,,,,,,,,,,,,,,56.420,0.2591815875,,
,,,,,,,,,,,,,,,,56.430,0.2748895625,,
,,,,,,,,,,,,,,,,56.440,0.2921683350,,
,,,,,,,,,,,,,,,,56.450,0.3110179050,,
,,,,,,,,,,,,,,,,56.460,0.3298674750,,
,,,,,,,,,,,,,,,,56.470,0.3487170450,,
,,,,,,,,,,,,,,,,56.480,0.3675666150,,
,,,,,,,,,,,,,,,,56.490,0.3879869825,,
,,,,,,,,,,,,,,,,56.500,0.4084073500,,
,,,,,,,,,,,,,,,,56.510,0.4303985150,,
,,,,,,,,,,,,,,,,56.520,0.4508188825,,
,,,,,,,,,,,,,,,,56.530,0.4728100475,,
,,,,,,,,,,,,,,,,56.540,0.4963720100,,
,,,,,,,,,,,,,,,,56.550,0.5183631750,,
,,,,,,,,,,,,,,,,56.560,0.5419251375,,
,,,,,,,,,,,,,,,,56.570,0.5654871000,,
,,,,,,,,,,,,,,,,56.580,0.5890490625,,
,,,,,,,,,,,,,,,,56.590,0.6126110250,,
,,,,,,,,,,,,,,,,56.600,0.6361729875,,
,,,,,,,,,,,,,,,,56.610,0.6597349500,,
,,,,,,,,,,,,,,,,56.620,0.6832969125,,
,,,,,,,,,,,,,,,,56.630,0.7084296725,,
,,,,,,,,,,,,,,,,56.640,0.7319916350,,
,,,,,,,,,,,,,,,,56.650,0.7555535975,,
,,,,,,,,,,,,,,,,56.660,0.7806863575,,
,,,,,,,,,,,,,,,,56.670,0.8042483200,,
,,,,,,,,,,,,,,,,56.680,0.8278102825,,
,,,,,,,,,,,,,,,,56.690,0.8513722450,,
,,,,,,,,,,,,,,,,56.700,0.8733634100,,
,,,,,,,,,,,,,,,,56.710,0.8969253725,,
,,,,,,,,,,,,,,,,56.720,0.9189165375,,
,,,,,,,,,,,,,,,,56.730,0.9424785000,,
,,,,,,,,,,,,,,,,56.740,0.9644696650,,
,,,,,,,,,,,,,,,,56.750,0.9848900325,,
,,,,,,,,,,,,,,,,56.760,1.0068811975,,
,,,,,,,,,,,,,,,,56.770,1.0273015650,,
,,,,,,,,,,,,,,,,56.780,1.0477219325,,
,,,,,,,,,,,,,,,,56.790,1.0665715025,,
,,,,,,,,,,,,,,,,56.800,1.0854210725,,
,,,,,,,,,,,,,,,,56.810,1.1042706425,,
,,,,,,,,,,,,,,,,56.820,1.1215494150,,
,,,,,,,,,,,,,,,,56.830,1.1388281875,,
,,,,,,,,,,,,,,,,56.840,1.1545361625,,
,,,,,,,,,,,,,,,,56.850,1.1702441375,,
,,,,,,,,,,,,,,,,56.860,1.1859521125,,
,,,,,,,,,,,,,,,,56.870,1.2000892900,,
,,,,,,,,,,,,,,,,56.880,1.2126556700,,
,,,,,,,,,,,,,,,,56.890,1.2267928475,,
,,,,,,,,,,,,,,,,56.900,1.2377884300,,
,,,,,,,,,,,,,,,,56.910,1.2487840125,,
,,,,,,,,,,,,,,,,56.920,1.2597795950,,
,,,,,,,,,,,,,,,,56.930,1.2692043800,,
,,,,,,,,,,,,,,,,56.940,1.2770583675,,
,,,,,,,,,,,,,,,,56.950,1.2849123550,,
,,,,,,,,,,,,,,,,56.960,1.2911955450,,
,,,,,,,,,,,,,,,,56.970,1.2974787350,,
,,,,,,,,,,,,,,,,56.980,1.3021911275,,
,,,,,,,,,,,,,,,,56.990,1.3053327225,,
,,,,,,,,,,,,,,,,57.000,1.3084743175,,
,,,,,,,,,,,,,,,,57.010,1.3116159125,,
,,,,,,,,,,,,,,,,57.020,1.3116159125,,
,,,,,,,,,,,,,,,,57.030,1.3131867100,,
,,,,,,,,,,,,,,,,57.040,1.3116159125,,
,,,,,,,,,,,,,,,,57.050,1.3100451150,,
,,,,,,,,,,,,,,,,57.060,1.3084743175,,
,,,,,,,,,,,,,,,,57.070,1.3037619250,,
,,,,,,,,,,,,,,,,57.080,1.3006203300,,
,,,,,,,,,,,,,,,,57.090,1.2943371400,,
,,,,,,,,,,,,,,,,57.100,1.2896247475,,
,,,,,,,,,,,,,,,,57.110,1.2817707600,,
,,,,,,,,,,,,,,,,57.120,1.2739167725,,
,,,,,,,,,,,,,,,,57.130,1.2644919875,,
,,,,,,,,,,,,,,,,57.140,1.2550672025,,
,,,,,,,,,,,,,,,,57.150,1.2440716200,,
,,,,,,,,,,,,,,,,57.160,1.2330760375,,
,,,,,,,,,,,,,,,,57.170,1.2205096575,,
,,,,,,,,,,,,,,,,57.180,1.2079432775,,
,,,,,,,,,,,,,,,,57.190,1.1938061000,,
,,,,,,,,,,,,,,,,57.200,1.1796689225,,
,,,,,,,,,,,,,,,,57.210,1.1639609475,,
,,,,,,,,,,,,,,,,57.220,1.1482529725,,
,,,,,,,,,,,,,,,,57.230,1.1325449975,,
,,,,,,,,,,,,,,,,57.240,1.1152662250,,
,,,,,,,,,,,,,,,,57.250,1.0964166550,,
,,,,,,,,,,,,,,,,57.260,1.0775670850,,
,,,,,,,,,,,,,,,,57.270,1.0587175150,,
,,,,,,,,,,,,,,,,57.280,1.0398679450,,
,,,,,,,,,,,,,,,,57.290,1.0194475775,,
,,,,,,,,,,,,,,,,57.300,0.9974564125,,
,,,,,,,,,,,,,,,,57.310,0.9770360450,,
,,,,,,,,,,,,,,,,57.320,0.9550448800,,
,,,,,,,,,,,,,,,,57.330,0.9330537150,,
,,,,,,,,,,,,,,,,57.340,0.9110625500,,
,,,,,,,,,,,,,,,,57.350,0.8875005875,,
,,,,,,,,,,,,,,,,57.360,0.8655094225,,
,,,,,,,,,,,,,,,,57.370,0.8419474600,,
,,,,,,,,,,,,,,,,57.380,0.8183854975,,
,,,,,,,,,,,,,,,,57.390,0.7948235350,,
,,,,,,,,,,,,,,,,57.400,0.7712615725,,
,,,,,,,,,,,,,,,,57.410,0.7461288125,,
,,,,,,,,,,,,,,,,57.420,0.7225668500,,
,,,,,,,,,,,,,,,,57.430,0.6990048875,,
,,,,,,,,,,,,,,,,57.440,0.6754429250,,
,,,,,,,,,,,,,,,,57.450,0.6503101650,,
,,,,,,,,,,,,,,,,57.460,0.6267482025,,
,,,,,,,,,,,,,,,,57.470,0.6031862400,,
,,,,,,,,,,,,,,,,57.480,0.5796242775,,
,,,,,,,,,,,,,,,,57.490,0.5560623150,,
,,,,,,,,,,,,,,,,57.500,0.5325003525,,
,,,,,,,,,,,,,,,,57.510,0.5105091875,,
,,,,,,,,,,,,,,,,57.520,0.4885180225,,
,,,,,,,,,,,,,,,,57.530,0.4665268575,,
,,,,,,,,,,,,,,,,57.540,0.4445356925,,
,,,,,,,,,,,,,,,,57.550,0.4225445275,,
,,,,,,,,,,,,,,,,57.560,0.4021241600,,
,,,,,,,,,,,,,,,,57.570,0.3817037925,,
,,,,,,,,,,,,,,,,57.580,0.3612834250,,
,,,,,,,,,,,,,,,,57.590,0.3424338550,,
,,,,,,,,,,,,,,,,57.600,0.3235842850,,
,,,,,,,,,,,,,,,,57.610,0.3047347150,,
,,,,,,,,,,,,,,,,57.620,0.2874559425,,
,,,,,,,,,,,,,,,,57.630,0.2701771700,,
,,,,,,,,,,,,,,,,57.640,0.2544691950,,
,,,,,,,,,,,,,,,,57.650,0.2387612200,,
,,,,,,,,,,,,,,,,57.660,0.2230532450,,
,,,,,,,,,,,,,,,,57.670,0.2089160675,,
,,,,,,,,,,,,,,,,57.680,0.1963496875,,
,,,,,,,,,,,,,,,,57.690,0.1837833075,,
,,,,,,,,,,,,,,,,57.700,0.1712169275,,
,,,,,,,,,,,,,,,,57.710,0.1602213450,,
,,,,,,,,,,,,,,,,57.720,0.1507965600,,
,,,,,,,,,,,,,,,,57.730,0.1413717750,,
,,,,,,,,,,,,,,,,57.740,0.1335177875,,
,,,,,,,,,,,,,,,,57.750,0.1256638000,,
,,,,,,,,,,,,,,,,57.760,0.1178098125,,
,,,,,,,,,,,,,,,,57.770,0.1130974200,,
,,,,,,,,,,,,,,,,57.780,0.1083850275,,
,,,,,,,,,,,,,,,,57.790,0.1036726350,,
,,,,,,,,,,,,,,,,57.800,0.1005310400,,
,,,,,,,,,,,,,,,,57.810,0.0989602425,,
,,,,,,,,,,,,,,,,57.820,0.0973894450,,
,,,,,,,,,,,,,,,,57.830,0.0973894450,,
,,,,,,,,,,,,,,,,57.840,0.0973894450,,
,,,,,,,,,,,,,,,,57.850,0.0989602425,,
,,,,,,,,,,,,,,,,57.860,0.1005310400,,
,,,,,,,,,,,,,,,,57.870,0.1036726350,,
,,,,,,,,,,,,,,,,57.880,0.1083850275,,
,,,,,,,,,,,,,,,,57.890,0.1130974200,,
,,,,,,,,,,,,,,,,57.900,0.1193806100,,
,,,,,,,,,,,,,,,,57.910,0.1256638000,,
,,,,,,,,,,,,,,,,57.920,0.1335177875,,
,,,,,,,,,,,,,,,,57.930,0.1429425725,,
,,,,,,,,,,,,,,,,57.940,0.1523673575,,
,,,,,,,,,,,,,,,,57.950,0.1617921425,,
,,,,,,,,,,,,,,,,57.960,0.1727877250,,
,,,,,,,,,,,,,,,,57.970,0.1853541050,,
,,,,,,,,,,,,,,,,57.980,0.1979204850,,
,,,,,,,,,,,,,,,,57.990,0.2104868650,,
,,,,,,,,,,,,,,,,58.000,0.2246240425,,
,,,,,,,,,,,,,,,,58.010,0.2403320175,,
,,,,,,,,,,,,,,,,58.020,0.2560399925,,
,,,,,,,,,,,,,,,,58.030,0.2717479675,,
,,,,,,,,,,,,,,,,58.040,0.2890267400,,
,,,,,,,,,,,,,,,,58.050,0.3063055125,,
,,,,,,,,,,,,,,,,58.060,0.3251550825,,
,,,,,,,,,,,,,,,,58.070,0.3440046525,,
,,,,,,,,,,,,,,,,58.080,0.3644250200,,
,,,,,,,,,,,,,,,,58.090,0.3832745900,,
,,,,,,,,,,,,,,,,58.100,0.4036949575,,
,,,,,,,,,,,,,,,,58.110,0.4256861225,,
,,,,,,,,,,,,,,,,58.120,0.4461064900,,
,,,,,,,,,,,,,,,,58.130,0.4680976550,,
,,,,,,,,,,,,,,,,58.140,0.4900888200,,
,,,,,,,,,,,,,,,,58.150,0.5136507825,,
,,,,,,,,,,,,,,,,58.160,0.5356419475,,
,,,,,,,,,,,,,,,,58.170,0.5592039100,,
,,,,,,,,,,,,,,,,58.180,0.5827658725,,
,,,,,,,,,,,,,,,,58.190,0.6063278350,,
,,,,,,,,,,,,,,,,58.200,0.6298897975,,
,,,,,,,,,,,,,,,,58.210,0.6534517600,,
,,,,,,,,,,,,,,,,58.220,0.6770137225,,
,,,,,,,,,,,,,,,,58.230,0.7021464825,,
,,,,,,,,,,,,,,,,58.240,0.7257084450,,
,,,,,,,,,,,,,,,,58.250,0.7492704075,,
,,,,,,,,,,,,,,,,58.260,0.7728323700,,
,,,,,,,,,,,,,,,,58.270,0.7963943325,,
,,,,,,,,,,,,,,,,58.280,0.8199562950,,
,,,,,,,,,,,,,,,,58.290,0.8435182575,,
,,,,,,,,,,,,,,,,58.300,0.8670802200,,
,,,,,,,,,,,,,,,,58.310,0.8906421825,,
,,,,,,,,,,,,,,,,58.320,0.9126333475,,
,,,,,,,,,,,,,,,,58.330,0.9346245125,,
,,,,,,,,,,,,,,,,58.340,0.9566156775,,
,,,,,,,,,,,,,,,,58.350,0.9786068425,,
,,,,,,,,,,,,,,,,58.360,0.9990272100,,
,,,,,,,,,,,,,,,,58.370,1.0210183750,,
,,,,,,,,,,,,,,,,58.380,1.0398679450,,
,,,,,,,,,,,,,,,,58.390,1.0602883125,,
,,,,,,,,,,,,,,,,58.400,1.0791378825,,
,,,,,,,,,,,,,,,,58.410,1.0979874525,,
,,,,,,,,,,,,,,,,58.420,1.1152662250,,
,,,,,,,,,,,,,,,,58.430,1.1325449975,,
,,,,,,,,,,,,,,,,58.440,1.1498237700,,
,,,,,,,,,,,,,,,,58.450,1.1655317450,,
,,,,,,,,,,,,,,,,58.460,1.1796689225,,
,,,,,,,,,,,,,,,,58.470,1.1938061000,,
,,,,,,,,,,,,,,,,58.480,1.2079432775,,
,,,,,,,,,,,,,,,,58.490,1.2205096575,,
,,,,,,,,,,,,,,,,58.500,1.2330760375,,
,,,,,,,,,,,,,,,,58.510,1.2440716200,,
,,,,,,,,,,,,,,,,58.520,1.2550672025,,
,,,,,,,,,,,,,,,,58.530,1.2644919875,,
,,,,,,,,,,,,,,,,58.540,1.2723459750,,
,,,,,,,,,,,,,,,,58.550,1.2801999625,,
,,,,,,,,,,,,,,,,58.560,1.2880539500,,
